displayName,printYear,author,printLocation,category,source,textFileURL,nikudMetegFileURL,OCRDataURL,ocrFeDir,displayNameEnglish,authorEnglish,categoryEnglish,printLocationEnglish,underwentBerelUnflagging,fileName,notHumanReviewed
אור הישר (טהרות),1944,ר' שמואל יצחק הילמן,ירושלים,מפרשים וחיבורים על המשנה,ספריית דיקטה,https://files.dicta.org.il/ohrhayashartahorot/ohrhayashartahorot__text_files.zip,https://files.dicta.org.il/ohrhayashartahorot/ohrhayashartahorot__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayashartahorot/ohrhayashartahorot__ocr_data_html_files.zip,ohrhayashartahorot,Ohr Hayashar Tahorot,Shmuel Yitzchak Hillman,Commentaries on Mishnah,Jerusalem,,ohrhayashartahorot,
"אור הישר (תנ""ך)",1945,ר' שמואל יצחק הילמן,ירושלים,"מפרשים וחיבורים על התנ""ך",ספריית דיקטה,https://files.dicta.org.il/ohrhayashartanach/ohrhayashartanach__text_files.zip,https://files.dicta.org.il/ohrhayashartanach/ohrhayashartanach__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayashartanach/ohrhayashartanach__ocr_data_html_files.zip,ohrhayashartanach,Ohr Hayashar tanach,Shmuel Yitzchak Hillman,Bible Commentaries,Jerusalem,,ohrhayashartanach,
אור הישר (ירושלמי),1948,ר' שמואל יצחק הילמן,ירושלים,מפרשים וחיבורים על הירושלמי,ספריית דיקטה,https://files.dicta.org.il/ohrhayasharyerushalmi/ohrhayasharyerushalmi__text_files.zip,https://files.dicta.org.il/ohrhayasharyerushalmi/ohrhayasharyerushalmi__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharyerushalmi/ohrhayasharyerushalmi__ocr_data_html_files.zip,ohrhayasharyerushalmi,Ohr Hayashar yerushalmi,Shmuel Yitzchak Hillman,Yerushalmi Commentaries,Jerusalem,,ohrhayasharyerushalmi,
אור הישר (זרעים),1946,ר' שמואל יצחק הילמן,ירושלים,מפרשים וחיבורים על המשנה,ספריית דיקטה,https://files.dicta.org.il/ohrhayasharzeraim/ohrhayasharzeraim__text_files.zip,https://files.dicta.org.il/ohrhayasharzeraim/ohrhayasharzeraim__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharzeraim/ohrhayasharzeraim__ocr_data_html_files.zip,ohrhayasharzeraim,Ohr Hayashar Zeraim,Shmuel Yitzchak Hillman,Commentaries on Mishnah,Jerusalem,,ohrhayasharzeraim,
אור הישר (זבחים),1944,ר' שמואל יצחק הילמן,ירושלים,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/ohrhayasharzevachim/ohrhayasharzevachim__text_files.zip,https://files.dicta.org.il/ohrhayasharzevachim/ohrhayasharzevachim__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharzevachim/ohrhayasharzevachim__ocr_data_html_files.zip,ohrhayasharzevachim,Ohr Hayashar Zevachim,Shmuel Yitzchak Hillman,Acharonim on Talmud Bavli,Jerusalem,,ohrhayasharzevachim,
עוללות אפרים,1877,"לונטשיץ, שלמה אפרים בן אהרן",וילנה,דרשות,ספריית דיקטה,https://files.dicta.org.il/ollolotefraim/ollolotefraim__text_files.zip,https://files.dicta.org.il/ollolotefraim/ollolotefraim__nikud_meteg_files.zip,https://files.dicta.org.il/ollolotefraim/ollolotefraim__ocr_data_html_files.zip,ollolotefraim,Ollolot Efraim,Shlomo Ephraim ben Aaron Luntschitz,Derashot,Vilna,,ollolotefraim,
אמר שומר,1865,רבי אברהם חיים בן מסעוד חי אדאדי,ליוורנו,,ספריית דיקטה,https://files.dicta.org.il/omarshomer/omarshomer__text_files.zip,https://files.dicta.org.il/omarshomer/omarshomer__nikud_meteg_files.zip,https://files.dicta.org.il/omarshomer/omarshomer__ocr_data_html_files.zip,omarshomer,Amar Shomer,Abraham Hayyim ben Masoud Hai Adadi,,livorno,,omarshomer,
עונג יום טוב,1880,רבי רפאל יום טוב ליפמן היילפרין,וילנה,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/onegyomtov/onegyomtov__text_files.zip,https://files.dicta.org.il/onegyomtov/onegyomtov__nikud_meteg_files.zip,https://files.dicta.org.il/onegyomtov/onegyomtov__ocr_data_html_files.zip,onegyomtov_EGT,Oneg Yom Tov,"Halperin, Refoel Yom Tov Lipman",Responsa,Vilna,,onegyomtov,
אורח לחיים,1817,אברהם חיים בן גדליה מזלוטשוב,ברדיטשוב,"מפרשי התנ""ך",ספריית דיקטה,https://files.dicta.org.il/orachlechayim/orachlechayim__text_files.zip,https://files.dicta.org.il/orachlechayim/orachlechayim__nikud_meteg_files.zip,https://files.dicta.org.il/orachlechayim/orachlechayim__ocr_data_html_files.zip,orachlechayim,Orach leChaim,Avraham Chaim miZlatchev,Bible Commentaries,Berditchov,,orachlechayim,
אורח לחיים (לונטשיץ),1878,"לונטשיץ, שלמה אפרים בן אהרן",וילנה,דרשות,ספריית דיקטה,https://files.dicta.org.il/orachlechayimlontshitz/orachlechayimlontshitz__text_files.zip,https://files.dicta.org.il/orachlechayimlontshitz/orachlechayimlontshitz__nikud_meteg_files.zip,https://files.dicta.org.il/orachlechayimlontshitz/orachlechayimlontshitz__ocr_data_html_files.zip,orachlechayimlontshitz,Orach leChayim (lontshitz),Shlomo Ephraim ben Aaron Luntschitz,Derashot,Vilna,,orachlechayimlontshitz,
אור המאיר במדבר,1883,ר' זאב וולף הלוי,ווארשא,ספרי חסידות,ספריית דיקטה,https://files.dicta.org.il/orhameirbamidbar/orhameirbamidbar__text_files.zip,https://files.dicta.org.il/orhameirbamidbar/orhameirbamidbar__nikud_meteg_files.zip,https://files.dicta.org.il/orhameirbamidbar/orhameirbamidbar__ocr_data_html_files.zip,orhameirbamidbar_EGT,Or ha-Meir Bamidbar,"Halevi, Zev Wolf",Sifrei Chasidut,Warsaw,,orhameirbamidbar,
אור המאיר דברים,1883,ר' זאב וולף הלוי,ווארשא,ספרי חסידות,ספריית דיקטה,https://files.dicta.org.il/orhameirdvarim/orhameirdvarim__text_files.zip,https://files.dicta.org.il/orhameirdvarim/orhameirdvarim__nikud_meteg_files.zip,https://files.dicta.org.il/orhameirdvarim/orhameirdvarim__ocr_data_html_files.zip,orhameirdvarim_EGT,Or ha-Meir Dvarim,"Halevi, Zev Wolf",Sifrei Chasidut,Warsaw,,orhameirdvarim,
אור המאיר,1926,הרב יהודה מאיר שפירא,פיוטרקוב,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/orhameirresponsa/orhameirresponsa__text_files.zip,https://files.dicta.org.il/orhameirresponsa/orhameirresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/orhameirresponsa/orhameirresponsa__ocr_data_html_files.zip,orhameirresponsa,Or Hameir responsa,Yehuda Meir Shapiro ,Responsa,Piotrkov,,orhameirresponsa,
אור המאיר שמות,1883,ר' זאב וולף הלוי,ווארשא,ספרי חסידות,ספריית דיקטה,https://files.dicta.org.il/orhameirshemot/orhameirshemot__text_files.zip,https://files.dicta.org.il/orhameirshemot/orhameirshemot__nikud_meteg_files.zip,https://files.dicta.org.il/orhameirshemot/orhameirshemot__ocr_data_html_files.zip,orhameirshemot_EGT,Or ha-Meir Shemot,"Halevi, Zev Wolf",Sifrei Chasidut,Warsaw,,orhameirshemot,
אור המאיר ויקרא,1883,ר' זאב וולף הלוי,ווארשא,ספרי חסידות,ספריית דיקטה,https://files.dicta.org.il/orhameirvayikra/orhameirvayikra__text_files.zip,https://files.dicta.org.il/orhameirvayikra/orhameirvayikra__nikud_meteg_files.zip,https://files.dicta.org.il/orhameirvayikra/orhameirvayikra__ocr_data_html_files.zip,orhameirvayikra_EGT,Or ha-Meir Vayikra,"Halevi, Zev Wolf",Sifrei Chasidut,Warsaw,,orhameirvayikra,
אוצר המלך,1939,ר' צדוק מלובלין,לודז,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/otzarhamelech/otzarhamelech__text_files.zip,https://files.dicta.org.il/otzarhamelech/otzarhamelech__nikud_meteg_files.zip,https://files.dicta.org.il/otzarhamelech/otzarhamelech__ocr_data_html_files.zip,otzarhamelech,Otzar Hamelech,Rabbi Zadok ha-Kohen Rabinowitz of Lublin,Commentaries on the Rambam,Lodz,,otzarhamelech,
אוצרות יוסף יורה דעה,1929,"ענגיל, יוסף בן יהודה",ורשה,מפרשי השולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/otzrosyosefyorehdeah/otzrosyosefyorehdeah__text_files.zip,https://files.dicta.org.il/otzrosyosefyorehdeah/otzrosyosefyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/otzrosyosefyorehdeah/otzrosyosefyorehdeah__ocr_data_html_files.zip,otzrosyosefyorehdeah,Otzros Yoset Yoreh Deah,Yosef Engel,Commentaries on Shulchan Aruch,Warsaw,,otzrosyosefyorehdeah,
פנים מאירות חלק ב,1899,רבי מאיר איזנשטאט,למברג,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/panimmeirot2/panimmeirot2__text_files.zip,https://files.dicta.org.il/panimmeirot2/panimmeirot2__nikud_meteg_files.zip,https://files.dicta.org.il/panimmeirot2/panimmeirot2__ocr_data_html_files.zip,panimmeirot2_EGT,Panim Meirot part 2,Meir Eisenstadt,Responsa,Lemberg,,panimmeirot2,
פנים מאירות חלק ג,1899,רבי מאיר איזנשטאט,למברג,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/panimmeirot3/panimmeirot3__text_files.zip,https://files.dicta.org.il/panimmeirot3/panimmeirot3__nikud_meteg_files.zip,https://files.dicta.org.il/panimmeirot3/panimmeirot3__ocr_data_html_files.zip,panimmeirot3_EGT,Panim Meirot part 3,Meir Eisenstadt,Responsa,Lemberg,,panimmeirot3,
פנים יפות בראשית,1941,"הורביץ, פינחס בן צבי הירש",קלינורדין,"מפרשי התנ""ך",ספריית דיקטה,https://files.dicta.org.il/panimyafotbershit/panimyafotbershit__text_files.zip,https://files.dicta.org.il/panimyafotbershit/panimyafotbershit__nikud_meteg_files.zip,https://files.dicta.org.il/panimyafotbershit/panimyafotbershit__ocr_data_html_files.zip,panimyafotbershit_EGT,Panim Yafot Bershit,Rabbi Pinchas HaLevi Horowitz,Bible Commentaries,Kleinwarde,,panimyafotbershit,
פרדס יוסף בראשית,1931,הרב יוסף פצנובסקי,פיעטרקוב,"מפרשי התנ""ך",ספריית דיקטה,https://files.dicta.org.il/pardesyosef/pardesyosef__text_files.zip,https://files.dicta.org.il/pardesyosef/pardesyosef__nikud_meteg_files.zip,https://files.dicta.org.il/pardesyosef/pardesyosef__ocr_data_html_files.zip,pardesyosef,Pardes Yosef Bereshit,Rabbi Yosef Patzenowski,Bible Commentaries,Pietrkow,,pardesyosef,
פרדס יוסף ויקרא,1931,הרב יוסף פצנובסקי,פיעטרקוב,"מפרשי התנ""ך",ספריית דיקטה,https://files.dicta.org.il/pardesyosefvayikra/pardesyosefvayikra__text_files.zip,https://files.dicta.org.il/pardesyosefvayikra/pardesyosefvayikra__nikud_meteg_files.zip,https://files.dicta.org.il/pardesyosefvayikra/pardesyosefvayikra__ocr_data_html_files.zip,pardesyosefvayikra,Pardes Yosef Vayikra,Rabbi Yosef Patzenowski,Bible Commentaries,Pietrkow,,pardesyosefvayikra,
פרשת דרכים,1881,ר' י-הודה רוזנס,וורשה,דרשות ודרושים,ספריית דיקטה,https://files.dicta.org.il/parshatderachim/parshatderachim__text_files.zip,https://files.dicta.org.il/parshatderachim/parshatderachim__nikud_meteg_files.zip,https://files.dicta.org.il/parshatderachim/parshatderachim__ocr_data_html_files.zip,parshatderachim_EGT,Parshat Derachim,Rabbi Yhoda Rosens,Derashot,Warsaw,,parshatderachim,
פתח הבית חלק א,1910,ר' אברהם טיקטין,וורשה,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/petachhabayit1/petachhabayit1__text_files.zip,https://files.dicta.org.il/petachhabayit1/petachhabayit1__nikud_meteg_files.zip,https://files.dicta.org.il/petachhabayit1/petachhabayit1__ocr_data_html_files.zip,petachhabayit1,Petach ha-bayit part 1,Abraham Tiktin,Acharonim on Talmud Bavli,Warsaw,,petachhabayit1,
"פתח הבית (רמב""ם)",1926,ר' אברהם טיקטין,וורשה,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/petachhabayitrambam/petachhabayitrambam__text_files.zip,https://files.dicta.org.il/petachhabayitrambam/petachhabayitrambam__nikud_meteg_files.zip,https://files.dicta.org.il/petachhabayitrambam/petachhabayitrambam__ocr_data_html_files.zip,petachhabayitrambam_EGT,Petach Ha-Bayit (Rambam),Rabbi Avraham Tiktin,Commentaries on the Rambam,Warsaw,,petachhabayitrambam,
פי אריה,1877,"גלאזשטיין, מרדכי יהודה ליב בן יעקב צבי",וילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/piaryeh/piaryeh__text_files.zip,https://files.dicta.org.il/piaryeh/piaryeh__nikud_meteg_files.zip,https://files.dicta.org.il/piaryeh/piaryeh__ocr_data_html_files.zip,piaryeh,Pi Aryeh,"Goldstein, Mordechai Yehudah Leib",Responsa,Vilna,,piaryeh,
פרחי כהונה,1948,רבי מסעוד הכהן,מרוקו,"שו""ת",,https://files.dicta.org.il/pircheikehunah/pircheikehunah__text_files.zip,https://files.dicta.org.il/pircheikehunah/pircheikehunah__nikud_meteg_files.zip,https://files.dicta.org.il/pircheikehunah/pircheikehunah__ocr_data_html_files.zip,pircheikehunah_EGT,Pirchei Kehunah,Masʻud Alhadad,Responsa,,,pircheikehunah,
פועל צדק,1909,"כ""ץ, שבתי בן מאיר הכהן",ירושלים,ספרי הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/poeltzedek/poeltzedek__text_files.zip,https://files.dicta.org.il/poeltzedek/poeltzedek__nikud_meteg_files.zip,https://files.dicta.org.il/poeltzedek/poeltzedek__ocr_data_html_files.zip,poeltzedek,Poel Tzedek,Shabbatai ben Meir HaKohen,Halachah and Minhagim,Jerusalem,,poeltzedek,
פורת יוסף,1899,רבי יוסף בר מאיר תאומים,ווארשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/poratyosef/poratyosef__text_files.zip,https://files.dicta.org.il/poratyosef/poratyosef__nikud_meteg_files.zip,https://files.dicta.org.il/poratyosef/poratyosef__ocr_data_html_files.zip,poratyosef_EGT,Porat Yosef,Teumim Yosef ben Meir,Acharonim on Talmud Bavli,Warsaw,,poratyosef,
פרי יצחק חלק א,1913,רבי יצחק בלזר,ירושלים,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/priyitzchak1/priyitzchak1__text_files.zip,https://files.dicta.org.il/priyitzchak1/priyitzchak1__nikud_meteg_files.zip,https://files.dicta.org.il/priyitzchak1/priyitzchak1__ocr_data_html_files.zip,priyitzchak1_EGT,Pri Yitzchak part 1,rabbi yitzchak blazer,Responsa,Jerusalem,,priyitzchak1,
פרי יצחק חלק ב,1913,רבי יצחק בלזר,ירושלים,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/priyitzchak2/priyitzchak2__text_files.zip,https://files.dicta.org.il/priyitzchak2/priyitzchak2__nikud_meteg_files.zip,https://files.dicta.org.il/priyitzchak2/priyitzchak2__ocr_data_html_files.zip,priyitzchak2_EGT,Pri Yitzchak part 2,rabbi yitzchak blazer,Responsa,Jerusalem,,priyitzchak2,
"רב""ז אורח חיים",1930,רבי בצלאל זאב שפרן,ורשא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/rabazorachchayim/rabazorachchayim__text_files.zip,https://files.dicta.org.il/rabazorachchayim/rabazorachchayim__nikud_meteg_files.zip,https://files.dicta.org.il/rabazorachchayim/rabazorachchayim__ocr_data_html_files.zip,rabazorachchayim_EGT,Rabaz Orach Chayim,"Shafran, Betzalel Zev",Responsa,Warsaw,,rabazorachchayim,
"רב""ז יורה דעה",1930,רבי בצלאל זאב שפרן,ורשא,"שו""ת",,https://files.dicta.org.il/rabazyorehdeah/rabazyorehdeah__text_files.zip,https://files.dicta.org.il/rabazyorehdeah/rabazyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/rabazyorehdeah/rabazyorehdeah__ocr_data_html_files.zip,rabazyorehdeah,Rabaz Yoreh Deah,"Shafran, Betzalel Zev",Responsa,Warsaw,,rabazyorehdeah,
"רד""ך",1834,רבי דוד בן חיים הכהן,אוסטרהא,"שו""ת",,https://files.dicta.org.il/radach/radach__text_files.zip,https://files.dicta.org.il/radach/radach__nikud_meteg_files.zip,https://files.dicta.org.il/radach/radach__ocr_data_html_files.zip,radach_EGT,Radach,David HaCohen,Responsa,,,radach,
"רדב""ז",1882,רבי דוד בן שלמה אבן זמרא,ירושלים,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/radbaz7/radbaz7__text_files.zip,https://files.dicta.org.il/radbaz7/radbaz7__nikud_meteg_files.zip,https://files.dicta.org.il/radbaz7/radbaz7__ocr_data_html_files.zip,radbaz7_EGT,Radbaz part 7,rabbi David ben Solomon ibn Abi Zimra,Responsa,Jerusalem,,radbaz7,
רבי עקיבא איגר,1902,רבי עקיבא בן משה איגר,װארשא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/rakivaeiger/rakivaeiger__text_files.zip,https://files.dicta.org.il/rakivaeiger/rakivaeiger__nikud_meteg_files.zip,https://files.dicta.org.il/rakivaeiger/rakivaeiger__ocr_data_html_files.zip,rakivaeiger_EGT,Rabbi Akiva Eiger Responsa,Akiva Eger,Responsa,,,rakivaeiger,
רבי עקיבא איגר החדשות,1889,רבי עקיבא בן משה איגר,וויען,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/rakivaeigerhachdashot/rakivaeigerhachdashot__text_files.zip,https://files.dicta.org.il/rakivaeigerhachdashot/rakivaeigerhachdashot__nikud_meteg_files.zip,https://files.dicta.org.il/rakivaeigerhachdashot/rakivaeigerhachdashot__ocr_data_html_files.zip,rakivaeigerhachdashot_EGT,R. Akiva Eiger hachdashot,Akiva Eger,Responsa,,,rakivaeigerhachdashot,
רבי עקיבא איגר תנינא,1889,רבי עקיבא בן משה איגר,וויען,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/rakivaeigertanina/rakivaeigertanina__text_files.zip,https://files.dicta.org.il/rakivaeigertanina/rakivaeigertanina__nikud_meteg_files.zip,https://files.dicta.org.il/rakivaeigertanina/rakivaeigertanina__ocr_data_html_files.zip,rakivaeigertanina_EGT,R. Akiva Eiger tanina,Akiva Eger,Responsa,,,rakivaeigertanina,
"ר""ן",1882,רבי נסים בן ראובן גירונדי,װארשא,"שו""ת",,https://files.dicta.org.il/ran/ran__text_files.zip,https://files.dicta.org.il/ran/ran__nikud_meteg_files.zip,https://files.dicta.org.il/ran/ran__ocr_data_html_files.zip,ran,Ran,rabbi Nissim ben Reuben Gerondi,Responsa,Warsaw,,ran,
"ר""ן עבודה זרה",1903,רבי נסים בן ראובן גירונדי,ירושלים,"מפרשי הש""ס (ראשונים ופוסקים)",ספריית דיקטה,https://files.dicta.org.il/ranavodahzarah/ranavodahzarah__text_files.zip,https://files.dicta.org.il/ranavodahzarah/ranavodahzarah__nikud_meteg_files.zip,https://files.dicta.org.il/ranavodahzarah/ranavodahzarah__ocr_data_html_files.zip,ranavodahzarah_EGT,Ran Avodah Zarah,rabbi Nissim ben Reuben Gerondi,Rishonim on Talmud Bavli,Jerusalem,,ranavodahzarah,
"ר""ן בבא מציעא",1838,רבי נסים בן ראובן גירונדי,סדילקאב,"מפרשי הש""ס (ראשונים ופוסקים)",ספריית דיקטה,https://files.dicta.org.il/ranbavametzia/ranbavametzia__text_files.zip,https://files.dicta.org.il/ranbavametzia/ranbavametzia__nikud_meteg_files.zip,https://files.dicta.org.il/ranbavametzia/ranbavametzia__ocr_data_html_files.zip,ranbavametzia_EGT,Ran Bava Metzia,rabbi Nissim ben Reuben Gerondi,Rishonim on Talmud Bavli,Sedilkab,,ranbavametzia,
"ר""ן מגילה",1858,רבי נסים בן ראובן גירונדי,אלטונא,"מפרשי הש""ס (ראשונים ופוסקים)",ספריית דיקטה,https://files.dicta.org.il/ranmegillah/ranmegillah__text_files.zip,https://files.dicta.org.il/ranmegillah/ranmegillah__nikud_meteg_files.zip,https://files.dicta.org.il/ranmegillah/ranmegillah__ocr_data_html_files.zip,ranmegillah_EGT,Ran Megillah,rabbi Nissim ben Reuben Gerondi,Rishonim on Talmud Bavli,,,ranmegillah,
"ר""ן (מיוחס לו) שבת",1862,רבי נסים בן ראובן גירונדי,װארשא,"מפרשי הש""ס (ראשונים ופוסקים)",,https://files.dicta.org.il/ranmeyuchasshabbat/ranmeyuchasshabbat__text_files.zip,https://files.dicta.org.il/ranmeyuchasshabbat/ranmeyuchasshabbat__nikud_meteg_files.zip,https://files.dicta.org.il/ranmeyuchasshabbat/ranmeyuchasshabbat__ocr_data_html_files.zip,ranmeyuchasshabbat_EGT,Ran (attributed to him) Shabbat,rabbi Nissim ben Reuben Gerondi,Rishonim on Talmud Bavli,Warsaw,,ranmeyuchasshabbat,
"ר""ן ראש השנה",1871,רבי נסים בן ראובן גירונדי,ירושלים,"מפרשי הש""ס (ראשונים ופוסקים)",ספריית דיקטה,https://files.dicta.org.il/ranroshhashanah/ranroshhashanah__text_files.zip,https://files.dicta.org.il/ranroshhashanah/ranroshhashanah__nikud_meteg_files.zip,https://files.dicta.org.il/ranroshhashanah/ranroshhashanah__ocr_data_html_files.zip,ranroshhashanah_EGT,Ran Rosh Hashanah,rabbi Nissim ben Reuben Gerondi,Rishonim on Talmud Bavli,Jerusalem,,ranroshhashanah,
רבי בצלאל אשכנזי,1833,רבי בצלאל אשכנזי,סדילקאב ,"שו""ת",,https://files.dicta.org.il/rbetzalelashkenazi/rbetzalelashkenazi__text_files.zip,https://files.dicta.org.il/rbetzalelashkenazi/rbetzalelashkenazi__nikud_meteg_files.zip,https://files.dicta.org.il/rbetzalelashkenazi/rbetzalelashkenazi__ocr_data_html_files.zip,rbetzalelashkenazi,R. Betzalel Ashkenazi,R. Betzalel Ashkenazi,Responsa,Sadilkab,,rbetzalelashkenazi,
רא”ה כתובות,1923,אהרן הלוי,וילנה,"מפרשי הש""ס (ראשונים ופוסקים)",ספריית דיקטה,https://files.dicta.org.il/reahketubot/reahketubot__text_files.zip,https://files.dicta.org.il/reahketubot/reahketubot__nikud_meteg_files.zip,https://files.dicta.org.il/reahketubot/reahketubot__ocr_data_html_files.zip,reahketubot_EGT,Re’ah (Ketubot),Aharon ben Joseph haLevi,Rishonim on Talmud Bavli,Vilna,,reahketubot,
"רבי אליהו מזרחי(רא""ם)",1938,רבי אליהו מזרחי,ירושלים,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/reem/reem__text_files.zip,https://files.dicta.org.il/reem/reem__nikud_meteg_files.zip,https://files.dicta.org.il/reem/reem__ocr_data_html_files.zip,reem_EGT,Re’em,Elijah Mizrachi,Responsa,Jerusalem,,reem,
קיצור ראשית חכמה,1875,"די ווידאש, אליהו בן משה, פייטו, יעקב",ירוסלב,ספרי מחשבה ומוסר,ספריית דיקטה,https://files.dicta.org.il/reishitchochmahhakatzer/reishitchochmahhakatzer__text_files.zip,https://files.dicta.org.il/reishitchochmahhakatzer/reishitchochmahhakatzer__nikud_meteg_files.zip,https://files.dicta.org.il/reishitchochmahhakatzer/reishitchochmahhakatzer__ocr_data_html_files.zip,reishitchochmahhakatzer,Kitzur Reishit Chochmah,"Eliyahu de Vidas, ",Mussar and Jewish Thought,Jaroslaw,,reishitchochmahhakatzer,
ראשית בכורים,1869,הרב בצלאל כהן,וילנה,"שו""ת",,https://files.dicta.org.il/reshitbikurim/reshitbikurim__text_files.zip,https://files.dicta.org.il/reshitbikurim/reshitbikurim__nikud_meteg_files.zip,https://files.dicta.org.il/reshitbikurim/reshitbikurim__ocr_data_html_files.zip,reshitbikurim,Reshit Bikurim,Rabbi Bezalel HaKohen,Responsa,Vilna,,reshitbikurim,
רסיסי לילה,1903,ר' צדוק הכהן,לובלין,ספרי חסידות,ספריית דיקטה,https://files.dicta.org.il/resiseilailah/resiseilailah__text_files.zip,https://files.dicta.org.il/resiseilailah/resiseilailah__nikud_meteg_files.zip,https://files.dicta.org.il/resiseilailah/resiseilailah__ocr_data_html_files.zip,resiseilailah_EGT,Resisei Lailah,Rabbi Zadok HaCohen,Sifrei Chasidut,Lublin,,resiseilailah,
"רי""ף",1794,רבי יצחק אלפאסי,ווין,"שו""ת",,https://files.dicta.org.il/rifresponsa/rifresponsa__text_files.zip,https://files.dicta.org.il/rifresponsa/rifresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/rifresponsa/rifresponsa__ocr_data_html_files.zip,rifresponsa,Rif Responsa,Isaac Alfasi,Responsa,,,rifresponsa,
"ר""י מיגאש",1870,רבי יוסף בן מאיר הלוי אבן מיגאש,ווארשא,"שו""ת",,https://files.dicta.org.il/rimigash/rimigash__text_files.zip,https://files.dicta.org.il/rimigash/rimigash__nikud_meteg_files.zip,https://files.dicta.org.il/rimigash/rimigash__ocr_data_html_files.zip,rimigash_EGT,Ri Migash,Yosef ben Meir haLevi Even Migash,Responsa,Warsaw,,rimigash,
"ר""י מיגאש בבא בתרא",1884,רבי יוסף בן מאיר הלוי אבן מיגאש,ורשא,"מפרשי הש""ס (ראשונים ופוסקים)",,https://files.dicta.org.il/rimigashbavabatra/rimigashbavabatra__text_files.zip,https://files.dicta.org.il/rimigashbavabatra/rimigashbavabatra__nikud_meteg_files.zip,https://files.dicta.org.il/rimigashbavabatra/rimigashbavabatra__ocr_data_html_files.zip,rimigashbavabatra_EGT,Ri Migash Bava Batra,Yosef ben Meir haLevi Even Migash,Rishonim on Talmud Bavli,Warsaw,,rimigashbavabatra,
"ר""י מיגאש שבועות",1826,רבי יוסף בן מאיר הלוי אבן מיגאש,פראג,"מפרשי הש""ס (ראשונים ופוסקים)",,https://files.dicta.org.il/rimigashshevuot/rimigashshevuot__text_files.zip,https://files.dicta.org.il/rimigashshevuot/rimigashshevuot__nikud_meteg_files.zip,https://files.dicta.org.il/rimigashshevuot/rimigashshevuot__ocr_data_html_files.zip,rimigashshevuot_EGT,Ri Migash Shevuot,Yosef ben Meir haLevi Even Migash,Rishonim on Talmud Bavli,Prague,,rimigashshevuot,
ראשון לציון על ביצה,1915,רבי חיים בן עֲטַר,ירושלים,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/rishonletzionbeitzah/rishonletzionbeitzah__text_files.zip,https://files.dicta.org.il/rishonletzionbeitzah/rishonletzionbeitzah__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletzionbeitzah/rishonletzionbeitzah__ocr_data_html_files.zip,rishonletzionbeitzah_EGT,Rishon Letzion (Beitzah),Rabbi Chaim Ben Attar,Acharonim on Talmud Bavli,Jerusalem,,rishonletzionbeitzah,
ראשון לציון על ברכות,1867,רבי חיים בן עֲטַר,אדעסא,"מפרשי הש""ס (אחרונים)",,https://files.dicta.org.il/rishonletzionberakhot/rishonletzionberakhot__text_files.zip,https://files.dicta.org.il/rishonletzionberakhot/rishonletzionberakhot__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletzionberakhot/rishonletzionberakhot__ocr_data_html_files.zip,rishonletzionberakhot_EGT,Rishon Letzion (Berakhot),Rabbi Chaim Ben Attar,Acharonim on Talmud Bavli,Odesa,,rishonletzionberakhot,
