title,author,pubDate,pubPlace,compPlace,compDate,תיאור_חדש,heShortDesc,heDesc,order,Source,type
עיקר תוספות יום טוב על משנה מכשירין,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה מנחות,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,עיבוד מקוצר של הפירוש למשנה של הרב יום טוב ליפמן הלר (1579 - 1654).,,sefaria,file
עיקר תוספות יום טוב על משנה מעילה,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,עיבוד מקוצר של הפירוש למשנה של הרב יום טוב ליפמן הלר (1579 - 1654).,,sefaria,file
עיקר תוספות יום טוב על משנה מעשר שני,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה מעשרות,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה מקואות,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה נגעים,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה נדה,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה נדרים,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה נזיר,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה סוטה,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה סוכה,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה סנהדרין,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה עבודה זרה,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה עדיות,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה עוקצים,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה עירובין,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה ערכין,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,עיבוד מקוצר של הפירוש למשנה של הרב יום טוב ליפמן הלר (1579 - 1654).,,sefaria,file
עיקר תוספות יום טוב על משנה ערלה,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה פאה,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה פסחים,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה פרה,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה קידושין,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה קינים,יום-טוב ליפמן הלר,ה' תקנ,למברג,,ה' תקמה,,,עיבוד מקוצר של הפירוש למשנה של הרב יום טוב ליפמן הלר (1579 - 1654).,,sefaria,file
עיקר תוספות יום טוב על משנה ראש השנה,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה שבועות,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה שביעית,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה שבת,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה שקלים,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה תמורה,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,עיבוד מקוצר של הפירוש למשנה של הרב יום טוב ליפמן הלר (1579 - 1654).,,sefaria,file
עיקר תוספות יום טוב על משנה תמיד,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,עיבוד מקוצר של הפירוש למשנה של הרב יום טוב ליפמן הלר (1579 - 1654).,,sefaria,file
עיקר תוספות יום טוב על משנה תענית,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עיקר תוספות יום טוב על משנה תרומות,משולם בן יואל כץ,ה' תקנ,למברג,,ה' תקמה,,,,,sefaria,file
עירובין,,ה' רפג,ונציה,בבל התלמודית,ד' רי - ד' רי (בקירוב),,תיחום המרחיב באופן סמלי את התחומים שמותר ללכת ולשאת בהם חפצים בשבת.,,3.0,sefaria,file
עירין קדישין,,,,,,,,,,sefaria,file
עירין קדישין תליתאה,,,,,,,,,,sefaria,file
עירין קדישין תניינא,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי,,,,,,,,,,sefaria,folder
עמודי ירושלים על תלמוד ירושלמי בבא בתרא,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי בבא מציעא,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי בבא קמא,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי ביצה,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי בכורים,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי ברכות,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי גיטין,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי דמאי,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי הוריות,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי חגיגה,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי חלה,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי יבמות,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי יומא,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי כלאים,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי כתובות,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי מגילה,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי מועד קטן,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי מכות,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי מעשר שני,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי נדה,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי נדרים,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי נזיר,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי סוטה,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי סוכה,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי סנהדרין,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי עבודה זרה,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי עירובין,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי ערלה,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי פאה,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי פסחים,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי קידושין,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי ראש השנה,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי שבועות,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי שבת,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי שקלים,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי תענית,,,,,,,,,,sefaria,file
עמודי ירושלים על תלמוד ירושלמי תרומות,,,,,,,,,,sefaria,file
עמוס,,ה' רמח,שונצינו,יהודה / ישראל,ד' תשס - ד' תשס (בקירוב),,הוקעת הדיכוי והיוהרה השוררים באומות ובישראל וקריאה לתיקון מעמיק.,"ספר עמוס הוא השלישי בקובץ תרי עשר, הכולל ספרי נבואה קצרים. עמוס מוצג בספר כרועה צאן ובולס (מגדל) שקמים שגר בתקוע בתקופת בית המקדש הראשון. דבריו נאמרו בבית אל והיו מכוונים כלפי תושבי ממלכת ישראל הצפונית. בפתח הספר שורת נבואות זעם המציינות את פשעי ממלכות יהודה, ישראל והעמים השכנים, הנוגעים לשעבוד עניים, למידת היהירות ולפולחן האלילות, ומציינים את העונש שיבוא בעקבותיהם. הספר נחתם בנבואת נחמה בדבר שיבת עם ישראל אל אדמתו.",17.0,sefaria,file
עץ חיים,חיים ויטל,ה' תקמב,,,ה' של - ה' של (בקירוב),"ילקוט יסודי של קבלת האר""י, המציגה את יסודות תורת האר""י, ועניני בריאת העולם.","ילקוט יסודי של קבלת האר""י, המציגה את יסודות תורת האר""י, ועניני בריאת העולם.",,,sefaria,file
עץ יוסף,,,,,,,,,,sefaria,folder
עץ יוסף על איכה רבה,חנוך זונדל בן יוסף,ה' תקפט - ה' תקפט,וילנה,ביאליסטוק,ה' תקעו - ה' תקעו (בקירוב),,,,,sefaria,file
עץ יוסף על אסתר רבה,חנוך זונדל בן יוסף,ה' תקפט - ה' תקפט,וילנה,ביאליסטוק,ה' תקעו - ה' תקעו (בקירוב),,,,,sefaria,file
עץ יוסף על במדבר רבה,חנוך זונדל בן יוסף,ה' תקצג,ורשה,ביאליסטוק,ה' תקסז - ה' תקסז (בקירוב),,,פירוש על המדרש הכולל ליקוט של פירושים קודמים כמו גם חידושים עצמיים.,,sefaria,file
עץ יוסף על בראשית רבה,חנוך זונדל בן יוסף,ה' תקצג,ורשה,ביאליסטוק,ה' תקסז - ה' תקסז (בקירוב),,,פירוש על המדרש הכולל ליקוט של פירושים קודמים כמו גם חידושים עצמיים.,,sefaria,file
עץ יוסף על דברים רבה,חנוך זונדל בן יוסף,ה' תקצג,ורשה,ביאליסטוק,ה' תקסז - ה' תקסז (בקירוב),,,פירוש על המדרש הכולל ליקוט של פירושים קודמים כמו גם חידושים עצמיים.,,sefaria,file
עץ יוסף על ויקרא רבה,חנוך זונדל בן יוסף,ה' תקצג,ורשה,ביאליסטוק,ה' תקסז - ה' תקסז (בקירוב),,,פירוש על המדרש הכולל ליקוט של פירושים קודמים כמו גם חידושים עצמיים.,,sefaria,file
עץ יוסף על קהלת רבה,חנוך זונדל בן יוסף,ה' תקפט - ה' תקפט,וילנה,ביאליסטוק,ה' תקעו - ה' תקעו (בקירוב),,,,,sefaria,file
עץ יוסף על רות רבה,חנוך זונדל בן יוסף,ה' תקפט - ה' תקפט,וילנה,ביאליסטוק,ה' תקעו - ה' תקעו (בקירוב),,,,,sefaria,file
עץ יוסף על שיר השירים רבה,חנוך זונדל בן יוסף,ה' תקפט - ה' תקפט,וילנה,ביאליסטוק,ה' תקעו - ה' תקעו (בקירוב),,,,,sefaria,file
עץ יוסף על שמות רבה,חנוך זונדל בן יוסף,ה' תקצג,ורשה,ביאליסטוק,ה' תקסז - ה' תקסז (בקירוב),,,פירוש על המדרש הכולל ליקוט של פירושים קודמים כמו גם חידושים עצמיים.,,sefaria,file
עקידת יצחק,יצחק בן משה עראמה,ה' רפב,,,ה' ריה - ה' ריה (בקירוב),,פרשנות פילוסופית על התורה המבוססת על דרשות שנשא המחבר לפני קהילתו במאה ה-15.,פירושים ודרושים על התורה והמועדים.,,sefaria,file
ערבי נחל,דוד שלמה אייבשיץ,ה' תקפה,סדילקוב,,ה' תקמ - ה' תקמ (בקירוב),,פירוש על התורה שכתב רבי דוד שלמה אייבשיץ.,,,sefaria,file
ערוך השולחן,הרב יחיאל מיכל הלוי אפשטין,ה' תרמד - ה' תרמד,,נבהרדק,ה' תרכה - ה' תרכה (בקירוב),,חיבור הלכתי מקיף מן המאה ה-19 שנכתב לפי סדר הסימנים בשולחן ערוך.,חיבור הלכתי מקיף לפי סדר ארבעת חלקי השולחן ערוך הכולל מקור של כל הלכה ממקורו בהתלמוד ועד הדיונים של הפוסקים האחרונים.,40.0,sefaria,file
ערוך השולחן העתיד,הרב יחיאל מיכל הלוי אפשטין,ה' תרצח - ה' תרצח,תל אביב,נבהרדק,ה' תרלה - ה' תרלה (בקירוב),,חיבור מקביל ל'ערוך השולחן' המתמקד בהלכות החלות בארץ ישראל או בבית המקדש.,,45.0,sefaria,file
ערכין,,ה' רפג,ונציה,בבל התלמודית,ד' רי - ד' רי (בקירוב),,"נדר לתרום לבית המקדש ממון בשווי ערכו של אדם לפי המפורט בתורה, תרומות קרקע לבית המקדש.",,32.0,sefaria,file
עת האוכל,צדוק הכהן רבינוביץ,ה' תרסא,לובלין,,ה' תרה - ה' תרה (בקירוב),קונטרס העוסק בקדושת האכילה.,קונטרס העוסק בקדושת האכילה.,מאמרים בענין תאוות האכילה ופרישות,,sefaria,file
פה אחד על הגדה של פסח,חיים דוד אזולאי,ה' תקסא,"ליבורנו, איטליה",,ה' תקכח - ה' תקכח (בקירוב),,,"אחד מששת ספרי החיד""א על ההגדה של פסח (שמחת הרגל, זרוע ימין, גאולת עולם, שפה אחת, פה אחד, בתי הנפש).",,sefaria,file
פוקד עקרים,צדוק הכהן רבינוביץ,ה' תרפא - ה' תרפא,לובלין,,ה' תרה - ה' תרה (בקירוב),"חיבורים בדבר ההנהגה הניסית של הקב""ה ומעורבותו בחיי האבות והאימהות, בייחוד בענייני התולדות.","חיבורים בדבר ההנהגה הניסית של הקב""ה ומעורבותו בחיי האבות והאימהות, בייחוד בענייני התולדות.",,,sefaria,file
פיוטים,,,,,,,,,20.0,sefaria,folder
פילפולא חריפתא,,,,,,,,,,sefaria,folder
פירוש,,,,,,,,,,sefaria,folder
פירוש הפלאה על הגדה של פסח,פנחס הלוי איש הורוויץ,ה' תשז,,"פרנקפורט, גרמניה",ה' תקיה - ה' תקיה (בקירוב),,,,,sefaria,file
"פירוש על משנה תורה, הלכות יסודי התורה",,,,,,,,"פירוש על הלכות יסודי התורה ב""משנה תורה"" להרמב""ם ממחבר לא ידוע.",,sefaria,file
"פירוש על משנה תורה, הלכות תשובה",,,,,,,,"פירוש על הלכות תשובה ב""משנה תורה"" להרמב""ם ממחבר לא ידוע.",,sefaria,file
פירוש קדמון על ספר חסידים,דוד גרינהוט,ה' תפג - ה' תפג,,,ה' תכ - ה' תכ (בקירוב),,,,,sefaria,file
פירוש קצר,,,,,,,פירוש קצר שנדפס מתחת לדברי התוספתא.,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,folder
פירוש קצר על בבא בתרא,שאול ליברמן,ה' תשמח,"ירושלים, ישראל",ניו יורק,ה' תשכז - ה' תשכז (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על בבא מציעא,שאול ליברמן,ה' תשמח,"ירושלים, ישראל",ניו יורק,ה' תשכז - ה' תשכז (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על בבא קמא,שאול ליברמן,ה' תשמח,"ירושלים, ישראל",ניו יורק,ה' תשכז - ה' תשכז (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על ביכורים,שאול ליברמן,ה' תשיה,ניו יורק,ניו יורק,ה' תרצו - ה' תרצו (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על ביצה,שאול ליברמן,ה' תשכב,ניו יורק,ניו יורק,ה' תשט - ה' תשט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על ברכות,שאול ליברמן,ה' תשיה,ניו יורק,ניו יורק,ה' תרצו - ה' תרצו (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על גיטין,שאול ליברמן,ה' תשכז,ניו יורק,ניו יורק,ה' תשיט - ה' תשיט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על דמאי,שאול ליברמן,ה' תשיה,ניו יורק,ניו יורק,ה' תרצו - ה' תרצו (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על חגיגה,שאול ליברמן,ה' תשכב,ניו יורק,ניו יורק,ה' תשט - ה' תשט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על חלה,שאול ליברמן,ה' תשיה,ניו יורק,ניו יורק,ה' תרצו - ה' תרצו (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על יבמות,שאול ליברמן,ה' תשכז,ניו יורק,ניו יורק,ה' תשיט - ה' תשיט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על יומא,שאול ליברמן,ה' תשכב,ניו יורק,ניו יורק,ה' תשט - ה' תשט (בקירוב),,,,,sefaria,file
פירוש קצר על כלאים,שאול ליברמן,ה' תשיה,ניו יורק,ניו יורק,ה' תרצו - ה' תרצו (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על כתובות,שאול ליברמן,ה' תשכז,ניו יורק,ניו יורק,ה' תשיט - ה' תשיט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על מגילה,שאול ליברמן,ה' תשכב,ניו יורק,ניו יורק,ה' תשט - ה' תשט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על מועד קטן,שאול ליברמן,ה' תשכב,ניו יורק,ניו יורק,ה' תשט - ה' תשט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על מעשר שני,שאול ליברמן,ה' תשיה,ניו יורק,ניו יורק,ה' תרצו - ה' תרצו (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על מעשרות,שאול ליברמן,ה' תשיה,ניו יורק,ניו יורק,ה' תרצו - ה' תרצו (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על נדרים,שאול ליברמן,ה' תשכז,ניו יורק,ניו יורק,ה' תשיט - ה' תשיט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על נזיר,שאול ליברמן,ה' תשכז,ניו יורק,ניו יורק,ה' תשיט - ה' תשיט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על סוטה,שאול ליברמן,ה' תשכז,ניו יורק,ניו יורק,ה' תשיט - ה' תשיט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על סוכה,שאול ליברמן,ה' תשכב,ניו יורק,ניו יורק,ה' תשט - ה' תשט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על עירובין,שאול ליברמן,ה' תשכב,ניו יורק,ניו יורק,ה' תשט - ה' תשט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על ערלה,שאול ליברמן,ה' תשיה,ניו יורק,ניו יורק,ה' תרצו - ה' תרצו (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על פאה,שאול ליברמן,ה' תשיה,ניו יורק,ניו יורק,ה' תרצו - ה' תרצו (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על פסחים,שאול ליברמן,ה' תשכב,ניו יורק,ניו יורק,ה' תשט - ה' תשט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על קידושין,שאול ליברמן,ה' תשכז,ניו יורק,ניו יורק,ה' תשיט - ה' תשיט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על ראש השנה,שאול ליברמן,ה' תשכב,ניו יורק,ניו יורק,ה' תשט - ה' תשט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על שביעית,שאול ליברמן,ה' תשיה,ניו יורק,ניו יורק,ה' תרצו - ה' תרצו (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על שבת,שאול ליברמן,ה' תשכב,ניו יורק,ניו יורק,ה' תשט - ה' תשט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על שקלים,שאול ליברמן,ה' תשכב,ניו יורק,ניו יורק,ה' תשט - ה' תשט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על תענית,שאול ליברמן,ה' תשכב,ניו יורק,ניו יורק,ה' תשט - ה' תשט (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירוש קצר על תרומות,שאול ליברמן,ה' תשיה,ניו יורק,ניו יורק,ה' תרצו - ה' תרצו (בקירוב),,,פירוש קצר שכתב פרופסור שאול ליברמן במאה ה-20.,,sefaria,file
פירושים והערות מהרב יהושע הרטמן על אור חדש,יהושע הרטמן,ה' תשעד,"ירושלים, ישראל","ירושלים, ישראל",ה' תשסח - ה' תשסח (בקירוב),,,,,sefaria,file
פירושים והערות מהרב יהושע הרטמן על באר הגולה,יהושע הרטמן,ה' תשסב,"ירושלים, ישראל","ירושלים, ישראל",ה' תשנו - ה' תשנו (בקירוב),,,,,sefaria,file
פירושים והערות מהרב יהושע הרטמן על גבורות השם,יהושע הרטמן,ה' תשעה - ה' תשעה,"ירושלים, ישראל",,ה' תשסו - ה' תשסו (בקירוב),,,,,sefaria,file
פירושים והערות מהרב יהושע הרטמן על דרוש על התורה,,,,,,,,,,sefaria,file
פירושים והערות מהרב יהושע הרטמן על דרך חיים,יהושע הרטמן,ה' תשסה,"ירושלים, ישראל",,ה' תשנט - ה' תשנט (בקירוב),,,,,sefaria,file
פירושים והערות מהרב יהושע הרטמן על דרשת שבת הגדול,,,,,,,,,,sefaria,file
פירושים והערות מהרב יהושע הרטמן על נצח ישראל,יהושע הרטמן,,,,,,,,,sefaria,file
פירושים והערות מהרב יהושע הרטמן על נר מצוה,יהושע הרטמן,ה' תשסב,"ירושלים, ישראל","ירושלים, ישראל",ה' תשנו - ה' תשנו (בקירוב),,,,,sefaria,file
פירושים והערות מהרב יהושע הרטמן על נתיבות עולם,יהושע הרטמן,ה' תשעב,"ירושלים, ישראל","ירושלים, ישראל",ה' תשסה - ה' תשסה (בקירוב),,,,,sefaria,file
פלא יועץ,אליעזר פאפו,ה' תקפד,איסטנבול,"סיליסטרה, בולגריה",ה' תקעה - ה' תקעה (בקירוב),,"חיבור נגיש מן המאה ה-19 על עקרונות מוסר בסיסיים, בסדר אלפביתי. ","ספר מוסר שעוסק במגוון נושאים הקשורים לחיי היום-יום היהודיים, בנוי מפרקים קצרים לפי סדר האלף-בית. ",,sefaria,file
פלגי מים על איכה,יעקב בן יעקב משה מליסא,ה' תקעה,דיהרנפורט,קאלוש,ה' תקל - ה' תקל (בקירוב),,,"פירוש על מגילת איכה להרב מליסא, בעל 'נתיבות המשפט'.",,sefaria,file
פלתי,,,,,,,,,,sefaria,folder
פלתי על שולחן ערוך יורה דעה,יהונתן אייבשיץ,ה' תקכב,אלטונה,,ה' תעד - ה' תעד (בקירוב),,,,,sefaria,file
פני דוד,חיים דוד אזולאי,ה' תקנב,"ליבורנו, איטליה",,ה' תקכח - ה' תקכח (בקירוב),,,"פירושים והערות על התורה כסדר הפרשיות מהחיד""א.",,sefaria,file
פני יהושע,,,,,,,,,,sefaria,folder
פני יהושע על בבא מציעא,יעקב יהושע פלק‎,ה' תקלט,פירט,,ה' תסב - ה' תסב (בקירוב),,,"חידושים וביאורים על מסכתות הש""ס. הספר הוא מאד פופולרי בעולם הישיבות, והוא נחשב לאחד מאבני היסוד במשא־ומתן התלמודי. בהקדמה לספרו כותב המחבר שהמניע לכתיבת הספר הייתה סיפור מעניין: ביום ג' בכסלו ה'תס""ג אירע רעידת אדמה בלבוב, שגרמה לפיצוץ מחסן חומר הנפץ בעיר. בעת ההוא ישב ולמד בביתו כשפתאום קרס עליו הבית. בשכבו תחת ההריסות הוא נדר לה' שאם יוציאו משם בשלום יעסוק כל חייו בלימוד התורה וגם ימשיך במה שהתחיל סבו, בעל ה""מגיני שלמה"" – תירוץ כל קושיות בעלי התוספות על רש""י. מיד כשסיים את נדרו נפתח בפניו שביל בין העמודים שקרסו והוא יצא בריא ושלם.",,sefaria,file
פני יהושע על בבא קמא,יעקב יהושע פלק‎,ה' תקלט,פירט,,ה' תסב - ה' תסב (בקירוב),,,"חידושים וביאורים על מסכתות הש""ס. הספר הוא מאד פופולרי בעולם הישיבות, והוא נחשב לאחד מאבני היסוד במשא־ומתן התלמודי. בהקדמה לספרו כותב המחבר שהמניע לכתיבת הספר הייתה סיפור מעניין: ביום ג' בכסלו ה'תס""ג אירע רעידת אדמה בלבוב, שגרמה לפיצוץ מחסן חומר הנפץ בעיר. בעת ההוא ישב ולמד בביתו כשפתאום קרס עליו הבית. בשכבו תחת ההריסות הוא נדר לה' שאם יוציאו משם בשלום יעסוק כל חייו בלימוד התורה וגם ימשיך במה שהתחיל סבו, בעל ה""מגיני שלמה"" – תירוץ כל קושיות בעלי התוספות על רש""י. מיד כשסיים את נדרו נפתח בפניו שביל בין העמודים שקרסו והוא יצא בריא ושלם.",,sefaria,file
פני יהושע על ביצה,יעקב יהושע פלק‎,ה' תקיא,"פרנקפורט, גרמניה",,ה' תסב - ה' תסב (בקירוב),,,"חידושים וביאורים על מסכתות הש""ס. הספר הוא מאד פופולרי בעולם הישיבות, והוא נחשב לאחד מאבני היסוד במשא־ומתן התלמודי. בהקדמה לספרו כותב המחבר שהמניע לכתיבת הספר הייתה סיפור מעניין: ביום ג' בכסלו ה'תס""ג אירע רעידת אדמה בלבוב, שגרמה לפיצוץ מחסן חומר הנפץ בעיר. בעת ההוא ישב ולמד בביתו כשפתאום קרס עליו הבית. בשכבו תחת ההריסות הוא נדר לה' שאם יוציאו משם בשלום יעסוק כל חייו בלימוד התורה וגם ימשיך במה שהתחיל סבו, בעל ה""מגיני שלמה"" – תירוץ כל קושיות בעלי התוספות על רש""י. מיד כשסיים את נדרו נפתח בפניו שביל בין העמודים שקרסו והוא יצא בריא ושלם.",,sefaria,file
